cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
somatic mutations,sequence,increase in binding activity,quality_outcome,positive,2,1,high,mutated IgM clones were associated with an increase in DNA-binding activity
ascorbic acid,formulation,degradation,stability,inhibits,2,2,high,Radiolytic decomposition of 186Re-E48 IgG/F(ab')2 solutions... was effectively reduced by the antioxidant ascorbic acid.
glycan,sequence,binding activity,quality_outcome,modifies,2,2,high,these glycan differences lead to the observed differences in the respective FcgammaR binding patterns with rituximab.
ionic strength,formulation,increased,stability,modifies aggregation,2,2,medium,the extent of aggregation varied with the ionic strength and the presence of cosolutes
mgu supplements,formulation,galactosylation,stability,stabilizes,2,1,high,Combinations of the MGU supplements added to the production cultures resulted in a substantial increase in the galactosy
sample buffer pH,formulation,fragmentation,stability,modifies,2,2,high,a quantitative study of the effects of sample buffer pH on rMAb fragmentation
mc178-ab,formulation,decreased biological activity,stability,destabilizes,2,1,high,The intracellular pH level and extracellular ATP generation were also decreased after Mc178-Ab treatment.
glycosylated,sequence,stability,stability,positive,2,2,high,the stability to thermal or pH changes
long-term storage,stress,stability,stability,negative,2,2,high,the integrity of the protein was affected by long-term storage
combination of antibodies,formulation,efficacy,stability,stabilizes,2,2,high,combination of two noncompeting human mAbs...potentially controls immune escape.
elevated temperature,stress,loss of binding,stability,promotes,2,2,high,Stress-induced aggregation and degradation profiles were similar for the 2 products and resulted in loss of infliximab b
elevated temperature,stress,increased asparagine deamidation,stability,promotes,2,2,high,Protein powder incubations at 40 degrees C/97% relative humidity resulted in partial mAb unfolding and increased asparag
pH,formulation,distribution,stability,modifies,2,2,high,distribution of cleavage sites are different under acidic compared to basic conditions
binding site,sequence,binding activity,stability,modifies,2,2,high,1B3 binds ligands in a manner distinct from the other four mAbs
slbzs,formulation,efficacy,stability,stabilizes,2,1,high,SLBZS synergized with PD-1 mAb to significantly inhibit tumor growth and reduce multi-organ irAEs.
high concentration mAbs,formulation,increased viscosity,stability,promotes,2,2,high,"high viscosity can complicate manufacturability, stability, and administration."
thermal stress,stress,conformational stability,stability,promotes,2,2,high,HX was significantly enhanced in much of the Fab fragment
trem1 overexpression,sequence,biological activity,stability,destabilizes,2,1,high,TREM1-overexpressing macrophages under TNF-alpha stimulation... insufficient therapeutic effects of IFX.
excipients,formulation,decreased delivery of L6 IgG,stability,destabilizes,2,1,high,"Dexamethasone (0, 8, or 24 mg/m2) was given 18 hours before infusion of L6 IgG... decreased delivery of L6 IgG (12-37%) "
t250q/m428l mutations,sequence,increased binding affinity,stability,increases,2,1,high,T250Q/M428L variant displayed an approximately 40-fold increase in binding affinity to cynomolgus monkey FcRn at pH 6.0
cetuximab,sequence,biological activity,stability,stabilizes,2,2,high,Cetuximab modulates EGFR protein stability through the ubiquitin/proteasome pathway
mechanical stress,stress,particle formation,quality_outcome,promotes,2,2,high,Mechanical stress led to increased formation of large particles.
hydrophobic interaction,structure,binding,stability,stabilizes,2,2,high,indicating the importance of hydrophobic interaction in the binding of this MAb to hCG.
temperature,stress,chemical stability,stability,modifies,2,2,medium,calculate the half-lives of the N-terminal Glu at different pH and temperatures.
high concentrations,stress,increased viscosity,stability,promotes,2,2,high,an anisotropic attraction strongly affects the local interprotein structure and leads to an anomalously large viscosity 
positive charge,sequence,attenuation of reactivity,stability,destabilizes,2,2,high,Attenuation of reactivity...arising from the effects of positive charge...
immunogenicity,quality_outcome,efficacy,stability,destabilizes,2,2,high,development of antidrug antibodies and diminished treatment response
pH,formulation,charge,sequence,modifies,2,2,high,the effects of both pH and ionic strength on the mAb charge
excipients,formulation,decrease in biological activity,quality_outcome,destabilizes,2,1,high,dexamethasone induced a drop in the anti-DNP level of antibodies synthesized by hybridoma 112D5
molecular size,sequence,half-life,stability,positive,2,2,high,The ocular half-life (t1/2) of these large molecules... varies with molecular size.
binding affinity,structure,clearance,stability,positive,2,2,high,The high affinity binding of VEGF to these molecules lowers the free concentration of VEGF.
hydrophobicity,sequence,inhibits aggregation,stability,positive,2,1,high,Generally larger compounds with a balanced surface polarity tend to inhibit aggregation better
pH,formulation,precipitation,stability,destabilizes,2,2,high,"charge neutralization of the antibody reduced the antibody-polyelectrolyte interaction, reducing antibody precipitation."
mab 5-1-6,sequence,proteinuria,quality_outcome,induces,2,2,high,A single i.v. injection of a mAb 5-1-6 to rats was found to cause massive though transient proteinuria.
ionic strength,formulation,precipitation,stability,destabilizes,2,2,high,"increasing solution ionic strength prevented the ionic interaction between the polyelectrolyte and the antibody, reducin"
protein-protein interactions,stress,viscosity,stability,promotes,2,2,high,These interactions lead to unique biophysical challenges... including high apparent viscosity and viscoelasticity.
trastuzumab lutetium-177 labeled,formulation,stability,stability,high,2,1,high,The stabilities in phosphate buffer and in human blood serum at 96 h postpreparation were 93+/-1.2% and 85+/-3.5%.
agitation stress,stress,aggregation,stability,negative,2,2,high,agitation...leads to aggregation and particle formation
increased pCO2,stress,instability,stability,destabilizes,2,1,medium,specific glucose consumption and lactate production rates were 40-50% lower at 140 mm Hg pCO2.
light exposure,stress,fragmentation,stability,induces,2,2,high,monoclonal antibody undergoes a combination of physical and chemical reactions
light exposure,stress,deamidation,stability,induces,2,2,high,monoclonal antibody undergoes a combination of physical and chemical reactions
ph,formulation,n-glycosylation,quality_outcome,modifies,2,2,medium,high mannose content as a function of cultivation pH and specific productivity
glycosylation,sequence,stabilize,stability,requires,2,2,high,glycosylation is required to stabilize epitopes in the protein moiety recognized by CD22 mAb.
oxidation,stress,increased,stability,promotes aggregation,2,2,high,we also observed an increase of protein aggregation
agitation,stress,subvisible particle formation,quality_outcome,promotes,2,1,high,grinding of two solid surfaces has been demonstrated to induce subvisible particle formation
his-acetate buffer,formulation,melting temperature,stability,stabilizes,2,1,high,both mAbs displayed higher melting temperatures or favorable diffusion interaction parameters in His-Ac formulations
shear stress,stress,instability,quality_outcome,destabilizes,2,1,high,significantly reducing the particle size distribution of the mammalian cells
thioredoxin system,formulation,instability,stability,modifies,2,2,high,a bench-scale model using a thioredoxin/thioredoxin reductase regeneration system revealed that reduction susceptibility
temperature increase,stress,aggregation,stability,induces,2,2,high,"temperature increase leads to characteristic fluorescence changes over time, which can be attributed to aggregation"
formulation,structure,impact,stability,destabilizes,2,2,medium,phase transformations of excipients during the freezing of the formulation matrix can be readily obtained.
